rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_9932cd9efefb1b,entity_9932cd9efefb1bc5,reported,reported,20(S)-G-Rh1,,ginsenoside,,C36H62O9,638.43938357439,,,,475.3809,,reported,,chunk_fa9adedb3940c97c89e4,candidate,Structured compound record mined from local corpus text.
cmp_d901ae38e343a2,entity_d901ae38e343a244,reported,reported,trihydroxydammar-24-en-6-yl 2-O-Xylopyranosyl-isomer,,ginsenoside,,C40H68O12,740.47107762648,,,,475.3762;1107.5995,,reported,,chunk_4855941772d8af97c6d3,candidate,Structured compound record mined from local corpus text.
cmp_a123d095eb2b78,entity_a123d095eb2b78c4,reported,reported,Q-R1,,ginsenoside,,C56H94O24,1150.6135038993,,,,945.5271;783.4751;825.5047,,reported,,chunk_39550165b91703d596a2,candidate,Structured compound record mined from local corpus text.
cmp_810bbf87c95706,entity_810bbf87c95706ee,reported,reported,Notoginsenoside O isomer,,ginsenoside,,C52H88O21,1048.58180984721,,,,621.4351,,reported,,chunk_01e8795ef4b713ba959e,candidate,Structured compound record mined from local corpus text.
cmp_09ead992dc14a4,entity_09ead992dc14a46f,reported,reported,Arabinopyranosyl(1f2)-β-oleanolic acid isomer,,ginsenoside,,C41H64O13,764.43469211713,,,,763.4304;631.3865;455.3466,,reported,,chunk_05ad2d7e428bd76fcd58,candidate,Structured compound record mined from local corpus text.
cmp_91184654ee316a,entity_91184654ee316a2b,reported,reported,Gypenoside X isomer,,ginsenoside,,C48H82O17,930.55520117555,,,,459.385;1077.5889;1059.5754;945.546;927.5327;915.5334;621.4535;459.3782;619.4101,,reported,,chunk_54fe0aa1604cdd406fbc;chunk_78f14995cf874219e7db,candidate,Structured compound record mined from local corpus text.
cmp_613eababda0623,entity_613eababda06230e,reported,reported,G-Rk1,,ginsenoside,,C42H70O12,766.48672769094,,,,603.3942;441.3382;1107.595,,reported,,chunk_45e1bef5f6385ca0a773,candidate,Structured compound record mined from local corpus text.
cmp_b01a4a2f9665cb,entity_b01a4a2f9665cb89,reported,reported,Rs2,,ginsenoside,,C55H92O23,1120.60293921527,,,,,,reported,,chunk_cbb9e028ce16baa8fb37,candidate,Structured compound record mined from local corpus text.
cmp_a41ba4a088eee2,entity_a41ba4a088eee22a,reported,reported,Rs1,,ginsenoside,,C55H92O23,1120.60293921527,,,,,,reported,,chunk_cbb9e028ce16baa8fb37,candidate,Structured compound record mined from local corpus text.
cmp_64d852eb51130a,entity_64d852eb51130a51,reported,reported,Notoginsenoside Oisomer,,ginsenoside,,C52H88O21,1048.58180984721,,,,783.4876;621.4268,,reported,,chunk_6c6b5beb70bfa6084822,candidate,Structured compound record mined from local corpus text.
cmp_96d30d4c1b5630,entity_96d30d4c1b563044,reported,reported,ginsenoside isomer,,ginsenoside,,C4H4O,68.02621474849,,,,,,reported,,chunk_e0be8e61810f77d9d063,candidate,Structured compound record mined from local corpus text.
cmp_2149950d341363,entity_2149950d3413630a,reported,reported,G-Rg9,,ginsenoside,,C42H70O13,782.48164231051,,,,457.3717;945.5439,,reported,,chunk_dad06b8d79f7114a89f8,candidate,Structured compound record mined from local corpus text.
cmp_ced5d9e5d05bb3,entity_ced5d9e5d05bb37a,reported,reported,CS-III isomer,,ginsenoside,,C47H80O17,916.5395511110901,,,,459.3812,,reported,,chunk_e5ec2785364561e70361,candidate,Structured compound record mined from local corpus text.
cmp_4df2aa569a36e8,entity_4df2aa569a36e8a3,reported,reported,G-Rh19,,ginsenoside,,C36H62O9,638.43938357439,,,,475.3828,,reported,,chunk_8b34928f129849e0ab8b,candidate,Structured compound record mined from local corpus text.
cmp_84f4a4ade2fac9,entity_84f4a4ade2fac997,reported,reported,Rs4 isomer,,ginsenoside,,C44H72O13,808.49729237497,,,,603.4296;441.3694,,reported,,chunk_4a0355c3c5b01ec326e6,candidate,Structured compound record mined from local corpus text.
cmp_2f5cac9b423ff3,entity_2f5cac9b423ff3d7,reported,reported,DHDGG,,ginsenoside,,C42H72O13,784.49729237497,,,,621.4361;945.5451;927.5273,,reported,,chunk_4a0355c3c5b01ec326e6,candidate,Structured compound record mined from local corpus text.
cmp_a31690c8af03fe,entity_a31690c8af03fe4d,reported,reported,G-Rg6,,ginsenoside,,C42H70O12,766.48672769094,,,,457.3736,,reported,,chunk_4914115598a0916296c0,candidate,Structured compound record mined from local corpus text.
cmp_761c5531a22bc0,entity_761c5531a22bc05a,reported,reported,G-F4,,ginsenoside,,C42H70O12,766.48672769094,,,,619.4232,,reported,,chunk_4914115598a0916296c0,candidate,Structured compound record mined from local corpus text.
cmp_cf93225e1e7619,entity_cf93225e1e76191f,reported,reported,DHDXG,,ginsenoside,,C42H72O11,752.50746313583,,,,619.4275,,reported,,chunk_fe33fcd52b9017737295,candidate,Structured compound record mined from local corpus text.
cmp_7868f86d8106f1,entity_7868f86d8106f19f,reported,reported,CS-Iva methyl ester,,ginsenoside,,C43H68O14,808.46090686562,,,,645.4015;637.4289,,reported,,chunk_fe33fcd52b9017737295,candidate,Structured compound record mined from local corpus text.
cmp_dfa12308e22fd1,entity_dfa12308e22fd1f7,reported,reported,"6α,12β,20S)-6-(acetyloxy) 24-en-20-yl isomer",,ginsenoside,,C38H64O10,680.44994825842,,,,637.4289;475.3965,,reported,,chunk_398a7c57dccd51662eb7,candidate,Structured compound record mined from local corpus text.
cmp_33eec038f7516b,entity_33eec038f7516ba2,reported,reported,G-Rg6 isomer,,ginsenoside,,C42H70O12,766.48672769094,,,,457.3726,,reported,,chunk_78f14995cf874219e7db,candidate,Structured compound record mined from local corpus text.
cmp_441591067bba34,entity_441591067bba3415,reported,reported,G-Rk3,,ginsenoside,,C36H60O8,620.42881889036,,,,,,reported,,chunk_3d102bf179455b9fd50b,candidate,Structured compound record mined from local corpus text.
cmp_edfb9122708c9b,entity_edfb9122708c9bc3,reported,reported,G-Rh4,,ginsenoside,,C36H60O8,620.42881889036,,,,,,reported,,chunk_3d102bf179455b9fd50b,candidate,Structured compound record mined from local corpus text.
cmp_054c48194bb643,entity_054c48194bb643a8,reported,reported,G-F2,,ginsenoside,,C42H72O13,784.49729237497,,,,621.4361;619.4216,,reported,,chunk_3d102bf179455b9fd50b,candidate,Structured compound record mined from local corpus text.
cmp_6e107ceed7598a,entity_6e107ceed7598ade,reported,reported,20(S)-G-Rg3,,ginsenoside,,C42H72O13,784.49729237497,,,,621.4389;459.384,,reported,,chunk_5b32a94eb926c444d36b,candidate,Structured compound record mined from local corpus text.
cmp_37cb7a449caf78,entity_37cb7a449caf78ed,reported,reported,20(R)-G-Rg3,,ginsenoside,,C42H72O13,784.49729237497,,,,621.4389;459.384,,reported,,chunk_70a16d7630be68e72676,candidate,Structured compound record mined from local corpus text.
cmp_88e14813dd4198,entity_88e14813dd41982f,reported,reported,DEDT,,ginsenoside,,C30H50O3,458.37599547021,,,,441.3741,,reported,,chunk_b2a5141a28aaf5c0ba8b,candidate,Structured compound record mined from local corpus text.
cmp_b9b06c38406023,entity_b9b06c384060236f,reported,reported,20(S)-PPT,,ginsenoside,,C30H52O4,476.38656015424,,,,391.2836,,reported,,chunk_b2a5141a28aaf5c0ba8b,candidate,Structured compound record mined from local corpus text.
cmp_ab78fcf585491f,entity_ab78fcf585491f11,reported,reported,20(R)-PPT,,ginsenoside,,C30H52O4,476.38656015424,,,,391.2836,,reported,,chunk_869cabbc6f1f9facdb98,candidate,Structured compound record mined from local corpus text.
cmp_934f7f410ba726,entity_934f7f410ba726fb,reported,reported,G-C-Y isomer,,ginsenoside,,C41H70O12,754.48672769094,,,,459.3814;619.4345;459.3995;783.4866,,reported,,chunk_869cabbc6f1f9facdb98;chunk_847e64c2141283d47d65,candidate,Structured compound record mined from local corpus text.
cmp_9c75994394e6e1,entity_9c75994394e6e175,reported,reported,20(S)-G-Rs3,,ginsenoside,,C2H2O,42.01056468403,,,,765.4761;621.4482;459.3823,,reported,,chunk_9ec71f9c9215d1505c8f,candidate,Structured compound record mined from local corpus text.
cmp_47e95f35e9ec73,entity_47e95f35e9ec735a,reported,reported,20(R)-G-Rs3,,ginsenoside,,C2H2O,42.01056468403,,,,765.4761;621.4482;459.3823;609.3828,,reported,,chunk_9ec71f9c9215d1505c8f,candidate,Structured compound record mined from local corpus text.
cmp_bc379c2f1aa4a2,entity_bc379c2f1aa4a2c8,reported,reported,ZB-RI-6‘ methyl ester,,ginsenoside,,C43H68O14,808.46090686562,,,,455.3544,,reported,,chunk_9f3933945423aa330977,candidate,Structured compound record mined from local corpus text.
cmp_7ad01b718f29eb,entity_7ad01b718f29eb18,reported,reported,Rs4,,ginsenoside,,C44H72O13,808.49729237497,,,,609.3828;603.4212;441.3721,,reported,,chunk_9f3933945423aa330977;chunk_6b0d64bd980aea95f64b,candidate,Structured compound record mined from local corpus text.
cmp_2da943f01efac4,entity_2da943f01efac484,reported,reported,noto-T5 isomer,,ginsenoside,,C41H68O12,752.47107762648,,,,457.3681,,reported,,chunk_cd666b06466a5a2b5984,candidate,Structured compound record mined from local corpus text.
cmp_cef938934a7e9b,entity_cef938934a7e9b2f,reported,reported,Oleanolic acid-28-O-β-D-glucopyranoside/isomer,,ginsenoside,,C36H58O8,618.4131688259,,,,455.3506,,reported,,chunk_cd666b06466a5a2b5984,candidate,Structured compound record mined from local corpus text.
cmp_b1be0331ce00b7,entity_b1be0331ce00b772,reported,reported,G-Rh4 isomer,,ginsenoside,,C36H60O8,620.42881889036,,,,457.373;457.376,,reported,,chunk_cd666b06466a5a2b5984;chunk_0a3bb7915b3faba443f9,candidate,Structured compound record mined from local corpus text.
cmp_bcce680fa37944,entity_bcce680fa379441a,reported,reported,G-C-K,,ginsenoside,,C36H62O8,622.44446895482,,,,459.3852,,reported,,chunk_2cb662e303c135aead81,candidate,Structured compound record mined from local corpus text.
cmp_3300b2e306bd76,entity_3300b2e306bd76cf,reported,reported,G-Rg5,,ginsenoside,,C42H70O12,766.48672769094,,,,603.428;441.3389,,reported,,chunk_2cb662e303c135aead81,candidate,Structured compound record mined from local corpus text.
cmp_f49c9ea2ebdd79,entity_f49c9ea2ebdd79a3,reported,reported,G-C-K isomer,,ginsenoside,,C36H62O8,622.44446895482,,,,459.3945,,reported,,chunk_2cb662e303c135aead81,candidate,Structured compound record mined from local corpus text.
cmp_1e2610c2da8f77,entity_1e2610c2da8f778e,reported,reported,Rh3 isomer,,ginsenoside,,C36H60O7,604.43390427079,,,,441.2927,,reported,,chunk_faf9b1ecb71f26beda53,candidate,Structured compound record mined from local corpus text.
cmp_28fe801a756f90,entity_28fe801a756f900b,reported,reported,20(S)-G-Rh2,,ginsenoside,,C36H62O8,622.44446895482,,,,459.3831,,reported,,chunk_faf9b1ecb71f26beda53,candidate,Structured compound record mined from local corpus text.
cmp_70b432e0cd29dd,entity_70b432e0cd29ddec,reported,reported,DDT,,ginsenoside,,C30H50O3,458.37599547021,,,,441.3741;765.4821;747.4694,,reported,,chunk_0a3bb7915b3faba443f9,candidate,Structured compound record mined from local corpus text.
cmp_d4f341f82eb543,entity_d4f341f82eb54334,reported,reported,G-Rh3,,ginsenoside,,C36H60O7,604.43390427079,,,,,,reported,,chunk_6b0d64bd980aea95f64b,candidate,Structured compound record mined from local corpus text.
cmp_d2e0e841a59218,entity_d2e0e841a592180a,reported,reported,G-Rk2,,ginsenoside,,C36H60O7,604.43390427079,,,,,,reported,,chunk_96b493b762da4982f711,candidate,Structured compound record mined from local corpus text.
cmp_228fe10211e45c,entity_228fe10211e45cee,reported,reported,20(S)-PPD,,ginsenoside,,C30H52O3,460.39164553467003,,,,,,reported,,chunk_96b493b762da4982f711,candidate,Structured compound record mined from local corpus text.
cmp_b8141a9a67333b,entity_b8141a9a67333b97,reported,reported,"PPT-Glc-Glc-L5,L15,Y5",,ginsenoside,,C49H82O19,974.54503041469,,,,799.4752;637.439,,reported,,chunk_83a362b656dadd9185b1,candidate,Structured compound record mined from local corpus text.
cmp_e130bdaca7415b,entity_e130bdaca7415b39,reported,reported,"PPT-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C4H4O,68.02621474849,,,,799.494;637.4293;799.5072;781.4763;799.4887;637.4183;799.493;637.4264,,reported,,chunk_6eb7074d5772afcb1569;chunk_31e2910ccf78f5d9fb9c;chunk_c3b3ed70165e2f5c6e14;chunk_b46b2bebf7daaecbdd87,candidate,Structured compound record mined from local corpus text.
cmp_0c0fbec8a58f96,entity_0c0fbec8a58f96bf,reported,reported,malonyl-PG-Glc-malonyl,,ginsenoside,,C39H64O13,740.43469211713,,,,695.4553;653.4397;635.4165;491.3845;799.4818;781.4803,,reported,,chunk_6eb7074d5772afcb1569,candidate,Structured compound record mined from local corpus text.
cmp_68b633a43095b3,entity_68b633a43095b361,reported,reported,PG-Glc-Glc-Rha,,ginsenoside,,C48H82O19,962.54503041469,,,,653.4289;491.3668;781.4893;619.4175;491.3826;961.5355,,reported,,chunk_c978f98109b764eb4405;chunk_4dd89b5e4919fe11247e,candidate,Structured compound record mined from local corpus text.
cmp_e3bdebdc7e7949,entity_e3bdebdc7e7949b6,reported,reported,PPT-C17-V1/V2-Glc-Glc-Xyl/Ara,,ginsenoside,,C47H78O17,914.52390104663,,,,781.4893;619.4175;457.3573;781.4751;619.4176;457.3746,,reported,,chunk_c978f98109b764eb4405;chunk_61d5b07d3c76866a378e,candidate,Structured compound record mined from local corpus text.
cmp_1f16cfb2e6256c,entity_1f16cfb2e6256cf6,reported,reported,"PPT-Glc-Glc-L5,Y5,N5",,ginsenoside,,C51H84O22,1048.54542433786,,,,943.5309;799.4768,,reported,,chunk_31e2910ccf78f5d9fb9c,candidate,Structured compound record mined from local corpus text.
cmp_429fb611b19c17,entity_429fb611b19c17ab,reported,reported,PPT-C17-V1-Rg6-G1,,ginsenoside,,C48H80O17,928.5395511110901,,,,637.4274;619.4185;475.3788;909.4709;867.4609,,reported,,chunk_0aaf6521b2e0796b74b6,candidate,Structured compound record mined from local corpus text.
cmp_ca08594c7fd6cb,entity_ca08594c7fd6cbbe,reported,reported,PPT-Glc-Glc-malonyl-butene,,ginsenoside,,C4H4O,68.02621474849,,,,909.4709;867.4609;799.4744;637.4358,,reported,,chunk_0aaf6521b2e0796b74b6,candidate,Structured compound record mined from local corpus text.
cmp_ca2a6a61ce7169,entity_ca2a6a61ce716947,reported,reported,PPT-Rha-Glc-Rg2-G1,,ginsenoside,,C48H82O17,930.55520117555,,,,783.48;621.4264;475.4109;815.4813;653.4181,,reported,,chunk_4dd89b5e4919fe11247e,candidate,Structured compound record mined from local corpus text.
cmp_c8f6023bfa7ba1,entity_c8f6023bfa7ba183,reported,reported,"PG-Glc-Glc-L15,Y5,N5",,ginsenoside,,C53H90O23,1094.58728915081,,,,815.4787;653.4234,,reported,,chunk_4dd89b5e4919fe11247e,candidate,Structured compound record mined from local corpus text.
cmp_405689d9bd082a,entity_405689d9bd082adf,reported,reported,"PPT-C17-V3/V4-Glc-L15,Y5",,ginsenoside,,C41H74O14,790.507857059,,,,655.433,,reported,,chunk_dc4e4d6bc2eb71d3f71c,candidate,Structured compound record mined from local corpus text.
cmp_bd3e5e91912e1b,entity_bd3e5e91912e1bc1,reported,reported,"PPT-Glc-Y5,N5",,ginsenoside,,C44H72O16,856.48203623368,,,,811.4839;679.4563,,reported,,chunk_ec39212695b7d0801cfe,candidate,Structured compound record mined from local corpus text.
cmp_456634b755c801,entity_456634b755c801fd,reported,reported,PPT-Glc-Glc-Re1-X1,,ginsenoside,,C52H88O22,1064.57672446678,,,,799.4959;637.4197;475.3858;823.4857;781.4791,,reported,,chunk_c3b3ed70165e2f5c6e14,candidate,Structured compound record mined from local corpus text.
cmp_7bfa6e03fa8926,entity_7bfa6e03fa892693,reported,reported,"malonyl-V1/V2-Glc-Glc-L5,L15",,ginsenoside,,C45H72O16,868.48203623368,,,,763.4678;619.4139,,reported,,chunk_ce9624249d6cbae3a619,candidate,Structured compound record mined from local corpus text.
cmp_c40c8e41f126f5,entity_c40c8e41f126f59d,reported,reported,"PPT-Glc-Glc-L15,Y5,N5",,ginsenoside,,C51H84O22,1048.54542433786,,,,799.4758;637.4244,,reported,,chunk_ce9624249d6cbae3a619,candidate,Structured compound record mined from local corpus text.
cmp_216e628f3a720f,entity_216e628f3a720ff5,reported,reported,"PPT-C17-V1/V2-Glc-Glc-L15,Y5",,ginsenoside,,C44H72O14,824.49220699454,,,,781.4692;763.484,,reported,,chunk_56a98886ab4eecd06beb,candidate,Structured compound record mined from local corpus text.
cmp_f0b2d5d9144957,entity_f0b2d5d9144957ae,reported,reported,PPT-C17-V5-Rh-4G,,ginsenoside,,C54H90O24,1122.5822037703801,,,,959.5284;797.4781;635.4177;473.3593;797.4873,,reported,,chunk_56a98886ab4eecd06beb,candidate,Structured compound record mined from local corpus text.
cmp_fc13e16b869cfc,entity_fc13e16b869cfca3,reported,reported,PPT-C17-V5-RH-2GX,,ginsenoside,,C47H78O18,930.5188156662,,,,635.4114;617.4074;473.3614;883.5071;841.4904,,reported,,chunk_5699e63d6069811addaa,candidate,Structured compound record mined from local corpus text.
cmp_d2827f23ddcc0c,entity_d2827f23ddcc0c90,reported,reported,"PPT-Glc-Glc-L5,L15",,ginsenoside,,C47H76O18,928.50316560174,,,,799.5156;637.4343,,reported,,chunk_6256631e221a99645f77,candidate,Structured compound record mined from local corpus text.
cmp_c0c599773dbdfa,entity_c0c599773dbdfaf4,reported,reported,"PPT-Glc-L15,Y5",,ginsenoside,,C44H72O16,856.48203623368,,,,811.487;769.4764,,reported,,chunk_6256631e221a99645f77,candidate,Structured compound record mined from local corpus text.
cmp_b4f538c011b594,entity_b4f538c011b59401,reported,reported,PPT-C17-V5-Rh-2GR,,ginsenoside,,C48H80O18,944.53446573066,,,,797.4652;635.4301;473.3596;1029.5684;987.5569,,reported,,chunk_235287b2c1d13dd366cc,candidate,Structured compound record mined from local corpus text.
cmp_aa22398c00b5d7,entity_aa22398c00b5d725,reported,reported,"malonyl-Glc-malonyl-L15,Y5,N5",,ginsenoside,,C53H86O22,1074.56107440232,,,,945.5459;783.4915,,reported,,chunk_235287b2c1d13dd366cc,candidate,Structured compound record mined from local corpus text.
cmp_ac7bf2b6b0a887,entity_ac7bf2b6b0a887e0,reported,reported,"D-malonyl-V4-Glc-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C56H86O24,1142.55090364146,,,,945.5429;927.5361,,reported,,chunk_87c5439b8663a039a790,candidate,Structured compound record mined from local corpus text.
cmp_bb9b88658a3886,entity_bb9b88658a38860c,reported,reported,"PPT-Glc-Rha-L5,L15,N5",,ginsenoside,,C45H74O16,870.49768629814,,,,637.4411,,reported,,chunk_dff9279b10f9d384c224,candidate,Structured compound record mined from local corpus text.
cmp_88a5b0de881fdd,entity_88a5b0de881fddc5,reported,reported,PPT-C17-V5-Rh-2G1,,ginsenoside,,C42H70O14,798.47655693008,,,,635.4112;617.4116;473.3679;797.4642;635.4078,,reported,,chunk_dff9279b10f9d384c224,candidate,Structured compound record mined from local corpus text.
cmp_8b7cf628066b1f,entity_8b7cf628066b1ff6,reported,reported,PPT-C17-V5-Rh-3G,,ginsenoside,,C48H80O19,960.52938035023,,,,797.4642;635.4078;473.3716;946.5538;799.48,,reported,,chunk_dff9279b10f9d384c224,candidate,Structured compound record mined from local corpus text.
cmp_c83d40dafa1e20,entity_c83d40dafa1e2004,reported,reported,PPT-Glc-Glc-Re-G,,ginsenoside,,C54H92O22,1092.6080245957,,,,946.5538;799.48;637.4425;475.3918;945.5393,,reported,,chunk_f8747a72ff545213d214,candidate,Structured compound record mined from local corpus text.
cmp_de3d539b8c56a1,entity_de3d539b8c56a176,reported,reported,"acetyl-Rh2-V4-Xyl/Ara-L5,L15,Y5,N5",,ginsenoside,,C49H82O17,942.55520117555,,,,783.5059;637.4343,,reported,,chunk_f8747a72ff545213d214,candidate,Structured compound record mined from local corpus text.
cmp_b26102ef42c6d7,entity_b26102ef42c6d78f,reported,reported,PPT-Glc-Glc-Xyl/Ara-acetyl,,ginsenoside,,C49H82O19,974.54503041469,,,,799.4878;637.4327,,reported,,chunk_fe0f583fadb1df4f61b2,candidate,Structured compound record mined from local corpus text.
cmp_2e77874440f0fa,entity_2e77874440f0fa4f,reported,reported,PPT-C17-V5-Rh-2G2,,ginsenoside,,C42H70O14,798.47655693008,,,,635.4044;473.3833;781.4751;619.4176,,reported,,chunk_61d5b07d3c76866a378e,candidate,Structured compound record mined from local corpus text.
cmp_57c26b60b8ac2f,entity_57c26b60b8ac2fa1,reported,reported,"malonyl-V1/V2-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C51H82O21,1030.53485965383,,,,781.4715;619.4207,,reported,,chunk_b32656b3e943df766f45,candidate,Structured compound record mined from local corpus text.
cmp_eaca223e2f9ef7,entity_eaca223e2f9ef7a1,reported,reported,"acetyl-V1/V2-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C50H82O19,986.54503041469,,,,763.4356;619.4235,,reported,,chunk_b32656b3e943df766f45,candidate,Structured compound record mined from local corpus text.
cmp_fc0432b7ca93c7,entity_fc0432b7ca93c7e5,reported,reported,PPD/PPD-C17-C-K-2R,,ginsenoside,,C48H82O17,930.55520117555,,,,637.4445;619.4189;475.379,,reported,,chunk_265f83386134f521195f,candidate,Structured compound record mined from local corpus text.
cmp_67d4ae75ec2e7d,entity_67d4ae75ec2e7d06,reported,reported,"V4-Glc-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C4H4O,68.02621474849,,,,945.5549;783.4609;783.4845;621.4413;765.4825;621.4443,,reported,,chunk_4c583f5fe61efa25e252;chunk_e8f2f5b87807f42e67e2;chunk_d85c65d9fc9f602dfb29,candidate,Structured compound record mined from local corpus text.
cmp_32c566631db0a4,entity_32c566631db0a42c,reported,reported,"PPT-C17-V1/V2-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C48H80O17,928.5395511110901,,,,781.4906;973.5344;799.4842;637.4384;475.3809;943.5257;781.486;781.4732;619.4165,,reported,,chunk_4c583f5fe61efa25e252;chunk_5818e110871a2b2dc725;chunk_19b050453eae4b7655b1;chunk_d196c06c6fe19d90633f,candidate,Structured compound record mined from local corpus text.
cmp_8686b3762a307d,entity_8686b3762a307d9e,reported,reported,PPT-C17-V5-Rh-2G3,,ginsenoside,,C42H70O14,798.47655693008,,,,635.4156;473.3723,,reported,,chunk_5818e110871a2b2dc725,candidate,Structured compound record mined from local corpus text.
cmp_fa5d4d19148f04,entity_fa5d4d19148f040b,reported,reported,butene acyl-Xyl/Ara-butene,,ginsenoside,,C4H4O,68.02621474849,,,,637.4231,,reported,,chunk_5818e110871a2b2dc725,candidate,Structured compound record mined from local corpus text.
cmp_075c14e9acbc23,entity_075c14e9acbc2384,reported,reported,PPT-Glc-GlcA-NG-R1-GA,,ginsenoside,,C53H88O24,1108.5665537059201,,,,769.4679;637.4359;475.3746,,reported,,chunk_c76c2bb4134929e157fa,candidate,Structured compound record mined from local corpus text.
cmp_4ec41179b5f2bf,entity_4ec41179b5f2bf3e,reported,reported,Xyl/Ara-butene,,ginsenoside,,C45H74O14,838.507857059,,,,,,reported,,chunk_731e172a09db4a169450;chunk_69f2ec4493846e1e969b,candidate,Structured compound record mined from local corpus text.
cmp_289147df97c24f,entity_289147df97c24f69,reported,reported,"PPD/PPD-C17-V4-Glc-Glc-L15,Y5,N5",,ginsenoside,,C53H88O23,1092.57163908635,,,,915.5721;783.4803,,reported,,chunk_731e172a09db4a169450,candidate,Structured compound record mined from local corpus text.
cmp_7a4310df802780,entity_7a4310df8027802c,reported,reported,"acetyl-CS-V4-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C49H82O18,958.5501157951201,,,,915.5336;765.4829;915.5364;783.4952;915.5333;783.4858,,reported,,chunk_4a268cf9ffa93c991cf3;chunk_a7ee5fc6673d86e31551;chunk_157d55759a9451cc187a,candidate,Structured compound record mined from local corpus text.
cmp_132a70699e6d3d,entity_132a70699e6d3d95,reported,reported,"acetyl-F2-V4-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C50H82O20,1002.53994503426,,,,897.5227;783.4886;783.4975;765.4897,,reported,,chunk_d79b1c4958161829f791;chunk_b46b2bebf7daaecbdd87,candidate,Structured compound record mined from local corpus text.
cmp_8f011a0814066e,entity_8f011a0814066eaf,reported,reported,PPT-Glc-Glc-formyl-F2-R,,ginsenoside,,C50H86O18,974.58141592404,,,,945.5348;783.491;637.4468;475.4179,,reported,,chunk_19b050453eae4b7655b1,candidate,Structured compound record mined from local corpus text.
cmp_489361796bbe3a,entity_489361796bbe3a7b,reported,reported,PPT-C17-V5-Rh-GX1,,ginsenoside,,C41H68O13,768.46599224605,,,,635.419;473.3615;915.5364;783.4952,,reported,,chunk_a7ee5fc6673d86e31551,candidate,Structured compound record mined from local corpus text.
cmp_c5966e89803dbe,entity_c5966e89803dbef2,reported,reported,"PPD-Glc-Glc-Glc-malonyl-L5,L15,Y5,N5",,ginsenoside,,C53H86O22,1074.56107440232,,,,969.5451;945.5452;927.5335;909.523,,reported,,chunk_dc06fe75ad279c2a1fca,candidate,Structured compound record mined from local corpus text.
cmp_31edf7cd0df479,entity_31edf7cd0df47944,reported,reported,"L5,L15,Y5,N5",,ginsenoside,,C46H70O15,862.47147154965,,,,,,reported,,chunk_dc06fe75ad279c2a1fca;chunk_669316048eb87fcd6db2,candidate,Structured compound record mined from local corpus text.
cmp_520292b158f139,entity_520292b158f1398e,reported,reported,"acetyl-F2-Glc-Glc-Rha-L5,L15,Y5,N5",,ginsenoside,,C50H84O18,972.56576585958,,,,765.4803;621.4465,,reported,,chunk_c1d9f3d7c139a1c0ced7,candidate,Structured compound record mined from local corpus text.
cmp_3b23b579055a35,entity_3b23b579055a355a,reported,reported,"malonyl-F2-V4-Glc-Glc-Rha-L5,L15,Y5,N5",,ginsenoside,,C51H84O20,1016.55559509872,,,,911.5392;783.4926,,reported,,chunk_eae46a62c26e6d083a8b,candidate,Structured compound record mined from local corpus text.
cmp_836d8b602e7652,entity_836d8b602e7652cf,reported,reported,PPT-C17-V5-Rh-GX2,,ginsenoside,,C41H68O13,768.46599224605,,,,635.4168;473.354;1047.572;915.5444,,reported,,chunk_eae46a62c26e6d083a8b,candidate,Structured compound record mined from local corpus text.
cmp_36b44c2c89de40,entity_36b44c2c89de4089,reported,reported,V4-Glc-Glc-CS-III-X1,,ginsenoside,,C57H96O25,1180.62406858333,,,,753.4945;621.4445;459.3824,,reported,,chunk_38222f1ae1a97410ddf6,candidate,Structured compound record mined from local corpus text.
cmp_0d9f552cd5ab76,entity_0d9f552cd5ab76db,reported,reported,"PPD/PPD-C17-V4-Glc-Glc-Glc-L5,L15,Y5,N5",,ginsenoside,,C54H92O22,1092.6080245957,,,,945.5576;783.4961,,reported,,chunk_d85c65d9fc9f602dfb29,candidate,Structured compound record mined from local corpus text.
cmp_b5689dcf882fa8,entity_b5689dcf882fa8ca,reported,reported,V4-Glc-Glc-CS-III-X2,,ginsenoside,,C57H96O25,1180.62406858333,,,,753.4839;621.4416;459.3888;781.4732;619.4165,,reported,,chunk_f981bac51c99866d661c,candidate,Structured compound record mined from local corpus text.
cmp_f1d5ce550f5fc8,entity_f1d5ce550f5fc80f,reported,reported,PPT-Xyl/Ara-PPTXR,,ginsenoside,,C41H70O12,754.48672769094,,,,607.4226;475.3784,,reported,,chunk_669316048eb87fcd6db2,candidate,Structured compound record mined from local corpus text.
